battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
1341,1,2.1,1,0,0,36,0.4,8,1,2200,15,0,1,0,1
781,1,1.3,1,1,0,64,0.2,2,7,3862,9,0,0,0,3
501,1,0.5,1,14,0,22,0.5,6,20,3077,17,0,0,0,2
1224,1,1.8,1,2,1,44,0.2,2,9,621,14,1,1,1,0
1970,0,1.6,1,11,1,58,0.3,8,19,2372,2,1,1,0,2
618,1,2.2,1,0,1,63,0.9,2,1,2574,5,1,1,0,2
1537,0,2.9,0,11,1,46,0.8,4,17,2857,2,1,1,1,3
1018,0,2.2,0,8,0,16,0.6,8,10,3143,20,0,1,0,3
1545,0,1.3,1,15,1,35,0.1,5,20,3197,6,1,0,1,3
1871,0,2.1,0,4,1,41,0.4,8,5,2727,11,1,0,0,3
1729,1,2.1,1,1,0,12,0.9,1,6,1519,5,1,0,1,1
680,1,2.1,1,9,1,9,0.1,3,11,2438,17,1,0,0,2
1106,1,1.9,0,4,0,54,0.7,3,9,2674,9,1,0,1,2
635,1,0.6,1,1,1,50,0.3,5,13,2107,12,1,0,0,1
618,0,0.6,0,8,0,16,0.2,1,14,2262,4,0,1,0,2
1671,0,0.5,1,13,0,5,0.9,8,18,815,10,1,1,1,0
1562,1,1.2,1,0,1,52,0.1,7,9,2829,3,1,1,1,2
1975,1,1.9,1,2,0,31,0.9,1,17,3022,19,0,0,1,3
831,1,0.7,0,2,1,62,0.7,8,9,2573,18,1,0,1,2
1524,1,1.8,1,0,0,10,0.6,4,1,2678,13,1,0,1,2
1528,1,1.8,1,3,1,55,0.8,5,6,1282,11,1,1,1,1
1447,1,2.5,1,2,0,9,0.2,8,16,568,8,0,0,0,0
1344,0,1.5,0,1,0,14,0.5,1,3,2074,5,1,1,0,1
564,0,3.0,1,1,0,8,0.7,2,3,2227,14,1,0,1,1
921,0,0.6,1,1,0,60,0.1,2,3,1080,6,0,0,1,0
1413,1,1.7,0,2,0,10,0.2,6,6,2867,15,0,1,0,2
831,0,2.4,0,10,0,55,0.5,6,12,1075,3,1,1,0,0
802,0,0.5,1,3,0,43,0.6,5,6,3063,4,0,1,0,2
1923,0,1.3,0,3,0,24,1.0,4,4,2479,15,1,1,0,2
1193,1,3.0,0,10,0,56,0.4,3,17,2394,14,1,1,0,2
904,1,1.2,1,10,1,31,0.8,3,11,2814,19,1,0,0,2
1285,0,2.4,0,1,1,51,1.0,7,2,2094,10,1,0,0,1
1635,0,2.6,1,0,1,2,0.6,4,0,2315,2,1,1,0,2
1923,0,1.0,1,5,1,14,0.9,4,6,2519,16,1,0,1,2
1851,1,1.9,1,3,1,12,0.9,6,11,735,14,1,0,1,0
727,1,1.5,0,0,1,32,1.0,7,1,1891,7,1,0,1,1
1396,0,1.5,1,0,1,44,0.1,6,1,1386,8,1,1,1,1
877,0,1.3,1,9,1,46,0.8,1,14,3260,6,1,0,0,2
696,1,2.4,0,11,1,35,0.2,3,13,2022,4,1,0,1,1
1009,1,1.0,1,2,0,2,0.6,8,14,1716,15,0,0,0,1
1526,0,1.1,1,2,1,38,0.3,5,6,3317,8,1,1,1,3
987,0,2.0,1,1,0,20,0.8,7,3,1454,8,1,1,0,0
1414,1,2.2,1,0,1,49,0.5,4,1,2290,12,1,1,0,1
1732,0,0.8,0,2,0,61,0.3,5,3,3940,20,0,1,1,3
1587,1,0.5,0,0,0,50,0.9,8,15,461,4,1,0,1,0
1097,0,0.8,0,10,1,21,0.1,7,15,2219,12,1,0,1,2
504,0,2.8,1,0,0,40,0.5,3,0,470,16,1,0,0,0
1159,0,2.7,0,13,1,28,0.2,8,18,2495,9,1,1,1,2
1910,0,1.4,0,0,0,29,0.6,7,2,2944,2,1,1,1,2
865,0,1.2,1,8,0,59,0.1,3,9,2361,19,1,0,1,2
1930,1,2.0,0,11,0,16,0.8,8,12,1783,13,0,0,1,2
860,1,1.3,1,8,1,40,0.7,3,13,2832,20,1,1,1,2
1268,1,2.9,0,9,1,42,0.9,6,17,931,20,1,1,0,0
999,1,1.8,1,0,1,27,0.1,4,1,1344,5,1,0,0,0
622,0,0.7,0,0,1,9,0.3,2,0,3916,5,1,0,1,2
1250,1,1.4,0,8,0,44,0.2,7,20,1882,14,0,0,0,1
763,1,0.5,0,9,1,51,0.3,5,12,2865,9,1,1,1,2
1100,1,1.6,0,12,0,15,0.1,8,14,757,16,1,1,1,0
815,0,2.0,1,4,0,51,0.3,6,12,3469,6,1,0,1,3
618,1,0.5,1,2,1,57,0.2,3,7,2399,17,1,1,1,1
553,1,2.2,1,0,1,18,0.7,2,1,3300,20,1,0,0,3
673,1,2.2,1,2,0,3,0.4,2,9,2719,9,1,1,1,2
563,0,2.0,1,3,0,47,0.3,7,12,3012,15,1,0,0,2
1590,0,1.5,1,12,1,14,0.5,4,15,2836,4,1,0,0,3
1031,1,2.1,1,2,1,11,0.1,2,9,2385,16,1,0,0,2
909,1,0.5,1,9,0,30,0.4,3,10,594,4,1,1,1,0
1880,0,0.5,0,0,1,7,0.6,4,1,2968,3,1,1,0,3
1479,1,1.8,1,0,1,24,0.1,6,0,3762,5,1,0,0,3
1271,0,1.5,1,0,0,2,0.9,1,1,892,20,0,1,0,1
709,0,1.9,0,11,1,13,0.1,8,15,467,5,1,1,1,0
1744,0,2.8,0,0,1,62,0.7,1,0,345,14,1,0,0,0
1314,1,2.2,0,0,1,40,0.8,7,1,3033,17,1,1,1,3
1136,0,0.5,0,0,1,9,0.9,6,2,2110,16,1,0,1,2
1039,1,2.7,0,11,0,56,0.3,8,13,3105,5,0,1,1,2
1300,1,0.5,0,5,0,62,0.1,6,7,874,10,1,1,0,0
732,1,2.3,1,7,1,39,0.6,7,11,3681,15,1,1,1,3
511,0,0.7,1,1,1,52,0.7,2,10,3865,7,1,0,1,2
1092,1,0.5,1,10,0,11,0.5,3,14,737,11,0,1,0,0
921,1,2.2,1,12,1,10,0.1,7,18,3153,11,1,1,0,3
1030,1,0.5,0,4,1,37,0.7,1,8,2800,12,1,0,1,2
1130,0,1.8,1,0,0,27,0.9,1,8,315,11,1,1,0,0
1299,0,2.8,1,2,0,60,0.8,8,6,1412,20,0,1,1,1
1009,1,2.8,1,7,1,2,0.6,7,15,2286,13,1,0,0,2
1735,0,1.8,1,16,0,34,0.1,2,17,2392,19,1,0,1,2
1129,1,2.8,1,0,0,49,0.5,2,2,1857,5,1,1,1,1
708,0,1.9,0,0,0,26,0.3,7,1,1419,16,1,1,1,0
894,0,0.7,0,2,1,58,0.1,2,3,3305,2,1,0,0,2
530,0,2.4,0,1,0,32,0.3,6,20,959,6,0,1,0,0
1481,1,2.0,1,0,0,35,0.5,3,0,2635,4,1,0,1,2
1068,0,2.7,1,0,1,45,0.6,5,1,1754,9,1,0,1,1
1487,0,0.5,0,6,1,57,0.7,3,12,2563,14,1,0,0,2
1524,0,2.5,1,11,1,41,1.0,4,20,1936,9,1,1,1,1
1093,0,1.9,1,2,1,22,0.3,8,14,1869,4,1,1,1,1
1816,1,1.6,1,0,0,50,0.1,5,2,3637,16,0,0,1,3
627,0,1.8,0,2,0,20,0.8,3,8,896,14,0,0,0,0
989,1,0.7,0,13,1,51,0.4,3,15,2349,20,1,0,1,1
1895,0,0.5,0,2,1,5,0.7,1,11,774,6,1,1,0,1
805,1,1.7,1,0,1,58,0.9,3,10,3397,2,1,0,0,2
713,1,1.6,0,7,1,2,0.4,8,9,485,4,1,1,1,0
864,0,2.5,0,10,1,24,0.7,4,15,3964,12,1,1,0,3
1177,0,0.9,0,1,0,11,1.0,4,7,1887,11,1,1,1,1
582,0,0.5,0,8,0,32,0.7,3,11,2977,20,0,1,1,2
1898,0,1.8,1,3,1,56,0.2,7,4,2114,19,1,1,1,2
1158,0,0.7,1,1,1,29,0.7,2,20,1542,15,1,0,1,1
1451,1,0.5,0,5,1,57,0.6,8,12,3038,18,1,0,1,3
1820,1,1.4,0,5,0,51,0.9,7,10,2481,11,0,0,0,2
984,0,0.5,1,3,1,9,0.8,3,20,841,16,1,0,0,0
580,1,2.1,1,0,0,24,0.4,4,5,3565,8,1,0,1,2
1263,1,2.0,0,0,0,5,0.4,6,3,1958,4,1,1,1,2
1237,0,0.5,0,2,0,27,0.1,8,5,2454,8,1,1,1,2
514,1,1.6,0,7,1,37,0.1,1,9,3392,5,1,1,1,3
1515,0,2.6,0,0,1,56,0.9,3,1,262,20,1,1,0,0
721,0,0.5,1,6,1,6,0.4,4,9,530,8,1,0,1,0
603,1,2.5,1,3,0,35,0.7,3,16,3703,9,0,0,1,3
1426,1,2.5,0,2,1,55,0.4,1,7,2562,3,1,0,0,2
1820,1,1.7,1,0,1,64,0.6,1,3,574,18,1,1,0,1
1215,0,1.0,0,4,0,16,0.1,4,8,2632,15,0,0,1,2
697,0,2.7,1,5,1,20,0.4,2,6,259,4,1,1,1,0
717,1,0.5,1,4,0,10,0.6,1,5,688,15,0,1,0,0
1348,1,2.0,1,5,0,36,0.3,6,6,2554,12,0,1,0,2
1164,1,2.6,1,0,0,61,0.3,1,6,3859,17,0,1,0,3
578,1,0.5,0,9,1,62,0.3,5,13,2977,5,1,1,1,2
1971,1,0.5,1,0,0,40,0.3,7,19,571,17,1,1,0,0
1794,1,0.5,1,5,1,55,0.5,7,7,402,14,1,0,1,0
1558,1,2.5,0,2,1,32,0.1,5,3,878,17,1,1,1,0
1597,1,0.9,0,4,1,4,0.5,1,19,2130,15,1,1,0,2
1240,0,1.6,0,0,0,39,0.1,2,9,3260,17,0,0,1,3
1994,1,0.8,1,2,1,7,0.6,8,4,454,6,1,1,0,0
1221,0,2.3,0,7,1,35,0.4,7,19,2638,14,1,1,1,2
989,1,1.6,1,11,1,24,0.6,8,17,2819,5,1,0,1,2
1180,1,1.2,0,5,1,50,1.0,4,20,1464,20,1,1,1,1
718,0,2.8,0,10,0,59,0.8,6,13,1824,3,1,1,0,1
1670,1,1.6,1,0,0,47,0.8,8,15,876,5,1,1,0,1
534,1,2.5,0,1,1,21,0.3,7,9,2706,18,1,1,0,2
1566,1,0.5,1,0,0,20,0.5,2,0,659,13,1,1,1,1
1935,0,0.5,0,0,1,29,0.6,5,9,455,6,1,0,1,0
504,1,2.8,1,2,0,54,0.4,2,10,2378,2,1,0,0,2
913,0,1.7,1,1,1,41,0.3,1,14,2278,18,1,1,0,1
1317,0,1.8,1,2,0,43,0.5,5,3,3436,5,0,1,1,3
917,1,0.5,0,1,1,31,0.5,6,2,3424,13,1,1,0,3
712,0,2.5,1,1,0,49,0.6,6,3,401,10,1,0,1,0
1083,0,1.0,0,6,0,52,0.9,2,20,681,19,1,1,1,0
1039,0,0.6,0,5,1,6,0.1,6,8,3212,7,1,0,1,2
1747,0,0.5,0,4,0,13,0.7,6,12,3105,10,1,0,0,3
1449,1,0.5,1,0,0,52,0.6,6,0,2036,10,0,1,0,1
1872,1,0.5,1,14,0,49,0.2,7,18,3153,5,1,1,0,3
1796,0,1.6,1,5,0,7,0.1,4,6,1642,3,0,1,1,1
1097,0,1.4,0,0,0,60,0.8,1,17,509,12,1,0,0,0
1562,0,0.5,1,1,1,20,0.8,8,10,3465,6,1,1,0,3
1433,1,2.3,0,8,1,27,0.9,7,12,3900,2,1,0,1,3
740,0,1.8,0,1,0,12,0.2,1,11,1105,19,0,1,1,0
676,0,2.2,0,1,1,39,0.2,1,5,2064,6,1,0,0,1
503,1,1.8,1,1,1,13,0.7,1,4,3117,9,1,0,1,3
1020,0,1.5,0,13,1,7,0.7,3,18,1142,8,1,0,1,1
896,0,1.0,1,3,1,4,0.3,1,4,1060,4,1,1,1,1
1824,1,0.8,0,4,1,19,0.9,2,5,2381,5,1,0,0,2
1512,0,0.6,1,1,1,54,0.4,3,2,3366,11,1,0,1,3
1053,0,2.9,0,7,0,42,0.9,6,17,1339,14,0,0,1,0
1944,1,1.8,1,0,1,31,0.8,4,10,2560,8,1,0,0,3
1174,0,0.7,1,1,1,25,0.8,2,8,285,3,1,0,1,0
627,1,1.6,1,3,1,12,0.2,7,17,2476,10,1,0,0,1
1602,0,2.7,0,4,1,46,0.6,1,5,1862,2,1,0,1,1
1733,1,1.5,1,4,1,6,0.9,1,15,3488,10,1,1,1,3
586,0,1.4,1,10,1,8,0.5,8,14,3178,10,1,0,1,2
1528,0,2.4,0,2,0,37,0.2,8,3,733,14,1,1,0,0
875,0,0.7,0,2,0,23,0.1,7,7,756,6,0,0,0,0
1602,0,0.6,0,12,0,58,0.4,1,13,3622,17,0,1,1,3
1426,0,1.6,0,4,1,12,0.7,5,16,1277,5,1,0,0,1
1370,0,1.4,0,5,1,6,0.2,6,8,3703,11,1,1,0,3
609,1,0.5,0,4,1,10,0.1,6,6,1905,18,1,1,1,1
840,0,1.2,1,5,1,15,0.3,6,8,2636,6,1,1,0,2
991,0,2.0,0,2,1,12,0.3,5,6,2014,10,1,0,0,2
1724,1,1.8,0,0,1,9,0.8,2,1,3056,6,1,0,0,3
584,1,1.8,0,0,1,19,0.3,3,0,465,4,1,1,0,0
860,1,1.3,1,1,1,49,0.7,6,13,3869,20,1,1,1,3
1541,1,2.8,1,10,1,28,0.2,5,15,1108,7,1,0,1,1
615,1,0.5,1,7,0,58,0.5,5,8,1906,5,1,0,0,1
912,1,2.8,1,6,1,46,0.4,4,11,851,4,1,1,1,0
1278,1,1.2,0,10,1,60,0.6,7,14,3142,19,1,0,1,3
1365,0,0.6,0,0,1,31,0.3,4,0,1300,13,1,0,1,0
1702,0,1.0,0,7,0,36,0.1,5,9,1430,10,0,0,0,2
589,1,0.5,0,1,1,59,0.7,8,4,362,6,1,1,1,0
1347,0,1.5,1,10,0,56,0.3,1,19,2456,13,1,1,1,2
1644,0,2.8,0,0,1,44,1.0,8,0,2360,19,1,0,0,2
956,0,1.9,1,1,0,42,0.1,7,11,3700,7,1,1,0,3
1089,0,1.4,1,10,0,2,0.1,7,20,2620,13,1,0,0,2
871,0,0.6,0,2,0,52,0.1,3,3,437,17,1,0,0,0
664,0,1.5,0,5,1,6,0.9,2,19,3774,18,1,0,0,3
1874,1,0.6,0,1,0,19,0.8,2,9,1218,17,0,1,0,1
1928,0,2.6,0,5,0,5,0.8,5,16,696,15,1,1,1,0
888,0,2.6,1,2,1,33,0.4,2,17,3407,20,1,0,0,3
1077,1,1.7,1,1,0,58,0.8,7,13,3902,3,1,0,0,3
1023,1,2.3,1,5,1,30,0.2,8,7,2086,19,1,1,1,1
1426,1,0.8,0,2,1,42,0.6,3,10,1356,16,1,0,1,1
831,0,1.7,1,7,1,26,0.7,5,11,1704,20,1,1,1,0
1496,1,1.3,1,0,1,6,0.5,3,9,3571,11,1,1,1,3
1433,1,2.3,0,2,1,5,0.1,5,11,2132,19,1,0,1,1
1095,1,2.6,1,0,1,44,0.7,4,5,3209,8,1,1,1,3
643,1,0.7,1,3,1,23,0.8,1,9,2096,2,1,0,0,1
1142,1,1.1,0,0,1,6,0.5,4,0,1273,6,1,0,0,1
730,1,0.5,1,3,1,27,0.1,5,10,3623,15,1,1,0,2
1901,1,0.5,0,5,1,41,0.6,2,17,368,12,1,0,0,0
1510,0,0.6,1,1,0,32,0.7,3,8,854,10,1,0,1,1
1924,0,2.6,0,0,1,59,0.9,6,0,3646,16,1,0,1,3
1825,0,1.1,1,13,1,17,0.1,4,18,3130,2,1,0,1,3
1275,1,0.5,1,3,1,5,0.2,1,9,3784,4,1,1,0,3
987,1,2.3,0,9,0,17,0.8,7,17,3885,14,1,1,0,3
1538,1,2.3,0,6,1,13,0.2,7,7,1494,12,1,1,1,1
1965,1,0.5,0,4,1,29,0.5,5,13,2973,20,1,1,1,3
808,0,1.9,0,7,0,20,0.8,6,14,1471,11,0,1,0,0
712,0,0.5,0,6,0,27,0.5,2,11,2001,12,1,1,1,1
1507,1,0.9,1,0,1,42,0.4,5,0,1486,19,1,0,0,1
912,0,0.7,0,3,0,47,0.9,3,6,1321,6,0,1,1,0
769,1,1.2,0,2,0,17,0.1,8,4,1877,11,0,0,1,1
948,0,2.3,0,14,0,22,0.1,5,20,3499,19,1,1,1,3
507,1,1.9,1,0,1,39,0.7,1,0,2124,12,1,1,0,1
1384,1,2.8,1,15,0,60,0.1,3,18,1221,15,1,0,1,1
1766,1,1.3,0,1,0,29,0.5,8,20,2316,6,0,0,1,2
1407,0,1.8,1,5,1,16,0.2,4,6,1068,8,1,1,0,1
614,0,2.9,1,3,1,24,0.2,4,7,1930,4,1,0,1,1
1972,0,2.9,0,9,0,14,0.4,7,18,1316,8,1,1,0,1
1039,0,0.5,1,8,0,47,0.2,8,9,1742,15,1,0,0,1
511,1,3.0,1,5,1,34,0.9,8,13,3265,14,1,0,0,2
1811,1,2.5,0,4,1,5,0.6,4,16,2700,8,1,1,1,2
1159,0,1.5,0,3,0,36,0.4,4,8,2115,18,0,0,0,2
1848,0,1.3,1,7,0,12,0.1,2,19,3915,8,0,0,1,3
1988,1,0.5,0,0,1,16,0.1,8,1,3144,14,1,0,0,3
1469,0,0.5,0,3,1,58,0.5,7,8,1571,2,1,0,0,2
1423,0,0.6,0,12,0,44,0.8,5,13,2253,9,0,0,0,1
1974,0,0.5,1,9,0,10,0.8,6,12,1433,17,0,0,0,1
835,0,0.8,1,2,1,42,0.8,5,18,2583,13,1,1,1,2
1429,0,0.6,0,8,0,42,0.9,5,9,1817,16,1,0,0,1
947,1,0.5,0,1,1,51,0.1,2,15,2915,6,1,1,1,2
1446,1,2.8,1,0,1,18,0.3,8,1,3340,16,1,1,1,3
1332,0,1.3,1,5,1,7,0.8,7,19,2790,10,1,1,0,2
1498,1,1.2,1,0,1,14,0.1,4,1,577,12,1,1,0,0
1576,1,0.9,1,0,1,14,0.4,2,4,3220,6,1,1,0,3
1398,0,1.6,1,8,1,26,0.8,1,12,3488,11,1,1,0,3
1885,0,2.4,1,12,1,14,0.6,4,15,1277,16,1,0,1,1
798,1,0.5,1,7,0,2,0.8,2,15,3593,3,0,1,0,2
1436,0,2.5,1,0,1,42,0.9,8,1,2736,19,1,1,0,3
1998,1,1.2,0,8,0,31,0.6,8,19,2311,18,1,1,0,2
1321,1,1.3,0,0,1,63,0.4,8,9,1464,16,1,1,1,1
1021,0,1.3,0,7,0,9,0.7,2,12,1355,14,1,1,0,1
1339,1,2.3,1,0,0,40,0.1,2,1,2382,7,1,0,1,2
1210,1,1.6,1,9,0,57,0.5,4,20,1886,17,1,0,1,1
1949,1,0.5,1,2,1,31,0.1,5,9,832,19,1,0,0,1
882,0,0.7,1,9,1,28,0.2,6,16,751,8,1,0,1,0
1549,1,1.5,1,0,1,27,0.4,5,7,436,11,1,0,0,0
1991,0,2.2,1,1,1,42,0.7,1,13,722,10,1,1,0,0
796,0,0.5,0,2,0,12,0.5,1,8,1075,2,0,1,0,0
1012,0,0.5,1,4,0,39,0.1,4,6,2802,10,1,1,0,2
1318,0,1.9,1,0,1,11,0.8,2,15,1780,2,1,0,0,1
1708,0,0.8,0,8,1,14,0.9,4,16,1247,16,1,0,0,1
598,1,0.8,1,8,1,62,0.1,8,9,3066,19,1,1,0,2
541,1,2.3,0,4,0,51,0.4,8,17,403,12,0,0,0,0
818,0,0.5,1,2,1,23,0.2,5,17,2518,3,1,1,0,2
1414,0,0.5,0,0,1,15,0.8,2,0,1069,14,1,0,0,0
601,1,1.7,1,3,1,6,0.8,4,11,2651,9,1,0,1,2
561,1,2.8,1,2,1,40,0.1,7,6,2974,19,1,0,1,2
1616,1,2.3,1,3,0,52,0.1,5,8,657,2,1,1,0,0
1263,1,1.4,1,1,1,32,0.4,2,2,3372,10,1,1,0,3
1604,1,1.9,1,0,1,63,0.6,5,2,1464,20,1,1,0,1
539,0,2.0,1,1,0,24,0.5,4,2,1326,3,1,1,0,0
1071,0,2.6,0,0,0,49,0.3,4,5,3393,7,1,0,0,3
826,0,0.5,1,0,1,57,0.5,2,0,323,7,1,0,1,0
771,0,2.9,0,2,0,62,0.7,1,8,1628,6,0,1,0,1
1811,0,2.9,0,0,0,33,0.2,8,2,2610,13,1,1,0,3
1842,1,2.2,1,7,0,56,0.4,4,10,3721,4,0,1,1,3
1420,0,2.8,1,1,0,50,0.1,8,8,763,17,0,1,1,0
1763,0,0.5,1,12,0,10,0.2,3,19,792,13,1,0,1,0
1163,1,1.9,0,6,0,2,0.9,5,20,1568,19,1,0,0,1
1805,1,0.5,0,0,0,29,0.2,4,2,1276,17,0,1,0,1
610,1,1.6,1,9,0,52,0.4,4,19,3472,12,1,1,1,3
1533,1,1.1,1,18,1,17,0.3,4,20,2520,11,1,0,1,2
1924,0,0.5,0,3,1,63,0.3,2,10,3423,19,1,0,0,3
1801,0,0.5,1,6,0,52,0.9,6,10,258,9,1,0,0,0
1726,1,1.9,0,1,1,42,0.6,5,3,1868,6,1,0,0,2
794,0,2.5,1,15,0,14,0.6,3,19,2171,18,0,0,1,1
1686,1,0.5,1,4,0,28,0.8,5,8,780,5,0,0,0,0
1444,1,2.1,1,0,0,6,0.9,1,1,712,10,0,0,0,0
1004,0,1.6,1,0,1,30,1.0,8,1,1012,13,1,1,1,0
1242,1,2.4,0,8,0,28,0.2,4,9,318,19,1,0,0,0
539,0,1.5,0,6,1,26,0.2,6,8,3948,15,1,1,1,3
717,0,1.1,1,2,1,14,0.1,8,6,629,20,1,0,0,0
1540,0,0.7,1,0,1,29,0.1,7,1,1161,5,1,0,0,0
672,0,0.5,0,7,1,35,0.1,8,17,1403,6,1,0,0,0
1325,1,0.5,0,0,1,13,1.0,4,8,3707,18,1,1,0,3
950,0,0.5,0,6,1,55,0.1,8,7,1305,4,1,0,1,0
948,0,1.5,1,6,0,18,0.3,4,7,2926,9,1,1,1,2
1328,1,0.5,0,5,1,27,0.3,3,18,2674,5,1,0,1,2
1447,0,0.5,0,3,0,40,0.7,2,5,471,20,0,0,1,0
1973,1,0.5,1,3,0,21,0.8,8,7,1724,8,0,0,1,1
1731,1,2.3,1,18,0,60,0.5,4,20,1220,20,0,1,0,1
1617,0,1.5,0,1,1,63,0.7,2,10,2754,8,1,1,1,2
1791,1,0.5,1,1,1,33,0.5,5,4,594,16,1,0,1,0
851,0,2.3,1,7,1,54,1.0,2,9,1005,14,1,0,1,0
856,0,1.9,1,0,1,14,0.6,1,7,2439,12,1,1,1,1
714,1,0.5,0,1,0,30,0.3,4,2,2302,10,0,1,1,1
951,0,0.5,0,6,1,15,0.6,2,17,1083,16,1,1,0,0
1303,1,2.1,0,6,1,10,0.4,8,15,2219,15,1,1,1,2
1550,1,2.7,0,2,0,32,0.1,7,5,1571,14,0,0,0,2
1759,1,1.4,0,10,1,15,0.4,4,13,2107,16,1,1,0,2
1448,0,0.5,1,18,0,2,0.2,5,19,593,18,1,1,1,0
1987,1,1.9,0,0,0,50,0.7,8,18,857,6,1,1,0,1
908,0,2.1,0,1,0,44,0.6,5,2,3518,7,1,1,1,3
820,0,0.5,1,2,0,58,0.3,4,4,1284,17,0,0,1,0
904,0,2.7,1,4,0,19,0.6,6,7,545,16,0,0,0,0
667,0,1.3,1,4,1,6,0.1,6,10,3566,12,1,0,1,2
1109,0,2.1,0,1,0,34,0.1,1,4,2821,17,1,0,1,2
1333,0,1.4,0,3,1,59,0.7,7,5,3442,5,1,1,0,3
1352,0,2.4,0,5,1,6,0.9,6,9,1309,14,1,0,0,1
1600,0,2.5,1,1,0,19,0.6,6,9,1179,18,0,0,1,1
1454,0,1.4,1,8,0,37,0.8,8,20,1713,19,0,0,0,1
1489,0,2.1,1,0,0,9,0.4,3,1,1663,14,1,0,1,1
1823,0,2.8,1,11,0,10,0.6,8,19,1812,19,1,1,1,2
1581,1,1.0,0,9,0,41,0.4,4,19,1384,2,0,1,1,1
1672,1,1.7,1,1,1,44,0.5,8,4,1348,7,1,1,1,1
1283,1,0.7,1,0,1,27,0.2,4,6,3957,6,1,0,0,3
630,0,2.0,0,9,1,14,0.5,8,13,1212,12,1,0,0,0
659,0,2.2,0,0,1,24,0.7,8,2,3925,10,1,1,1,3
1811,1,0.5,1,0,0,32,1.0,6,0,348,18,1,0,1,0
688,1,2.5,0,9,0,40,0.2,5,20,1382,8,0,1,0,1
514,1,2.9,1,5,0,18,0.7,2,8,980,16,0,0,1,0
1933,0,2.8,1,1,0,16,0.5,3,9,838,18,0,1,0,0
915,0,2.0,0,8,1,31,0.3,3,20,378,9,1,1,0,0
1006,0,2.2,1,4,1,22,0.8,4,8,909,7,1,0,1,0
1134,1,0.9,0,2,1,13,0.4,4,19,3632,19,1,1,0,3
599,1,2.9,0,0,1,64,0.3,8,1,3396,7,1,0,0,2
973,0,0.5,1,5,0,53,0.5,5,7,1861,16,0,1,0,1
1180,1,2.5,0,0,1,27,0.1,6,1,348,19,1,1,1,0
1237,1,2.5,0,7,0,13,0.8,4,12,2528,16,0,0,0,2
659,0,0.5,1,7,1,5,0.3,8,10,2190,16,1,1,0,1
1142,1,1.4,1,6,0,6,0.7,8,8,663,5,0,1,1,0
1002,0,2.7,1,16,1,11,0.4,6,18,961,19,1,0,1,0
1392,0,2.5,0,0,1,44,0.7,4,2,1280,16,1,0,1,1
602,0,0.9,0,9,0,50,0.9,8,18,2189,16,0,1,0,2
1249,1,0.5,0,3,1,55,0.8,3,8,531,13,1,1,1,0
531,1,0.5,1,0,1,12,0.5,4,3,2331,20,1,0,1,1
1450,0,2.1,0,1,0,31,0.6,5,4,794,9,0,1,1,1
1342,0,2.8,0,1,0,50,0.1,1,8,2644,11,0,1,1,2
832,1,0.5,0,5,1,22,0.6,1,8,1666,20,1,1,1,1
867,1,1.5,0,0,1,57,0.1,4,0,2157,18,1,0,0,1
1404,0,2.1,0,16,0,44,0.9,1,20,1196,5,0,0,1,1
840,0,0.9,1,6,0,33,0.7,6,7,2072,19,0,1,0,2
1368,0,0.5,0,10,1,42,0.2,1,20,1590,14,1,0,0,1
1927,0,0.9,1,3,0,11,0.4,8,12,2916,18,0,1,1,3
1714,0,0.5,1,7,0,31,0.4,2,10,3707,19,0,0,1,3
1201,1,0.5,0,1,1,10,0.4,6,5,726,3,1,1,0,0
1796,1,2.3,0,4,0,44,0.9,2,11,3577,4,1,1,0,3
1147,0,0.8,1,11,0,28,0.7,6,13,2627,15,1,0,1,2
776,1,1.7,0,0,1,20,1.0,4,9,685,7,1,1,1,0
510,0,2.6,0,0,0,33,0.1,6,10,1693,5,0,1,0,1
1045,1,1.2,1,3,1,40,0.1,6,7,2137,12,1,0,1,2
1497,1,0.9,1,4,1,10,0.1,8,20,3696,3,1,0,1,3
1425,1,0.6,0,0,1,33,0.5,3,2,3771,9,1,0,1,3
726,0,2.2,0,0,1,40,0.8,4,20,1342,4,1,1,1,0
1576,1,2.0,0,0,1,20,0.6,3,0,1379,16,1,0,1,1
714,1,2.1,1,5,1,11,0.1,3,6,1164,19,1,1,0,1
1595,0,1.9,1,1,0,63,0.9,1,20,908,6,0,0,1,1
541,0,1.0,0,0,1,10,0.4,4,0,1019,15,1,1,0,1
1617,1,2.6,0,14,0,29,0.9,6,20,3685,18,0,0,0,3
1154,0,1.1,1,2,1,5,0.2,1,13,1470,12,1,0,0,1
1638,0,1.0,0,6,0,2,0.2,1,11,2299,9,1,1,1,2
1150,1,2.7,0,0,0,39,0.4,8,1,999,11,1,1,0,0
1254,1,2.3,0,0,1,44,0.2,1,10,3011,12,1,1,0,2
1806,1,2.0,1,2,1,54,0.1,1,11,3142,6,1,0,1,3
603,0,1.5,0,8,0,12,0.7,6,20,1543,19,1,1,0,1
1834,0,2.1,0,7,1,40,0.1,4,11,3692,16,1,1,0,3
520,0,2.3,0,0,1,31,0.8,6,14,2753,17,1,0,1,1
565,0,0.6,1,1,0,50,0.1,2,8,2156,6,1,1,1,1
1689,1,0.5,0,11,0,9,0.5,5,15,2637,3,1,0,0,2
